date,text,NumberLikes,NumberComments,NumberViews
2021-06-25,"@mommatscooking is serving up a dish that’s fit for a king with his King Mackerel Rendang! Our talented community member brought together the signature aroma of the rendang along with the complex blend of sweet tamarind, sour kaffir limes, and black pepper to create something extraordinary.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram
.
https://bit.ly/3qri8Vp,",355,4,0
2021-06-24,"This Asian Feta Cheese Bake with Mandarin Oranges and Ginger perfectly balances the sweetness from the mandarin oranges and savouriness of the baked feta cheese before enhancing the aroma with the ginger. It's a feast for the eyes and the taste buds.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram
.
https://bit.ly/3xPbQ4s,",161,0,0
2021-06-24,"Satisfy that Indonesian food craving with this Kembung Goreng Isi Kelapa or Stuffed Chub Mackerel. Stuffed with the traditional urap mix and deep-fried to perfection, this fish dish makes for the perfect lunch.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3qt1ogF,",277,5,0
2021-06-23,"You don't need a lot to create a perfectly savory dish, and this Sesame Oil Chicken is here to prove that point with the help of three sauces, ginger, chicken, and Chinese cooking wine.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram
.
https://bit.ly/3qi3Kyw,",366,3,0
2021-06-23,"This Vietnamese Styled Soymilk Yogurt is a sweet treat that's bound to turn your frown upside down. Thanks to its pudding-like structure, you don't have to worry about toppling or inverting this delightfully creamy dessert!
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3iSquUh,",191,0,0
2021-06-22,"Easy to make and invigorating to boot, there's no surprise why the Mee Siam Goreng is such a popular vermicelli dish around Asia! Add in the secret ingredient, tauco or fermented soybean, and you'll have yourself a scrumptious meal.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3vMhym4,",520,4,0
2021-06-22,"This Asian Pesto Eggs with Coriander Sesame is going to bring your pesto game to the next level. Trust us when we say: the combination of the fragrant basil and the herby coriander will help start your day right.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3xLdUdL,",481,11,0
2021-06-21,"Impress your guests with this simple-to-make but oh-so-fun to eat, Cloud Bread! Protip: Add in a splash of colour with your favourite food colouring, and you'll have yourself a vibrant Instagram-worthy loaf!
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3gR3eTT,",427,3,0
2021-06-21,"Meet the spruced-up version of the classic iced grass jelly, the Es Cincau Susu Gula Merah. With the brown sugar and pandan complementing the grass jelly, this drink is a pleasantly sweet way to beat the heat.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3h9aHy3,",288,1,0
2021-06-20,"Now here’s a recipe that’s both fun to make and fun to eat: Muah Chee. Curious? Here are three ways to enjoy this chewy glutinous rice dessert!
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3zAxefe,",166,0,0
2021-06-20,"Last call for entries!
Don’t miss your chance of becoming the first AFN Food Awards GRAND WINNER - 
Flex your culinary prowess and register by clicking the link in our bio. https://bit.ly/3gDqcOb #AFNFoodAwards,",76,0,0
2021-06-19,"Maria Del Pilar Nery’s Asian Bowl brings together ingredients commonly found in Asian cooking to create a nutritiously wholesome dish. We’re certain you’ll enjoy this recipe from our talented community member!
.
For the full recipe, click the link in our bio.
.
.
#AsianFoodNetwork #AFNRecipes #Food .#FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
. 
https://bit.ly/3gEfmsA,",219,0,0
2021-06-19,"High in flavour and vitamins, this ABC soup is a comforting dish that’s incredibly easy to make. All you have to do is simmer the ingredients in a big pot, and you’re done - Guess you can say it’s as simple as ABC.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3iXl9Lr,",396,0,0
2021-06-18,"Bitterness may not be everyone's favourite flavour profile but this Tumis Pare Udang, or Stir-fried Bitter Melon with Shrimp, complements the complexity with savouriness - turning it into a healthy dish that's simply delicious.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3j1UGfS,",462,2,0
2021-06-18,"Sarah’s Tonjiru is a comforting way to warm yourself up on a rainy day. The balance between the flavours and textures makes this Pork and Vegetable Miso Soup incredibly soothing.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/2SLgDFh,",186,0,0
2021-06-17,"Whet your appetites with this simple Sate Goreng recipe that lets you enjoy the full flavors of these delicious grilled meat skewers in just half the time.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3xGm2fv,",250,3,0
2021-06-17,"Cocktails and desserts make for the perfect weekend treat - and this Bánh Phô Mai Kem Pina Colada or Pina Colada Cheesecake brings you the best of both worlds!
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3gSd8Vs,",203,0,0
2021-06-16,"This Ayam Goreng Cabe Ijo recipe just proves that nothing pairs better with rice than a juicy fried chicken drizzled in a spicy green chili sauce.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3d2k0OW,",393,4,0
2021-06-15,"Shahmlah JD’s Mixed Tofu in Soy Sauce is a quick and easy protein-packed breakfast or sahur. Energise yourself with this nutritious dish from our talented community member.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3gzS1Hl,",311,1,0
2021-06-15,"Tea lovers rejoice! Cooking this Telur Pindang or Indonesian Braised Tea Eggs will fill your kitchen with the sweet scent of tea. Coupled with the distinctive taste and marble-like pattern, this is one egg dish that's bound to impress.
.
For the full recipe, click the link in our bio.
.
.
#AsianFoodNetwork #AFNRecipes #Food .#FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
. 
https://bit.ly/3zJsvbj,",702,15,0
2021-06-14,"When it comes to good food in Singapore, you can always trust the locals to know the best. From the flavourful Nasi Padang to this striking orange-coloured chicken rice, check out the crowd favourites from 6 Halal Hawkers in East Singapore by clicking the link in our bio.
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3xgJeRe,",420,2,0
2021-06-14,"Turn the wonderfully aromatic beef rendang into a zongzi, or rice dumpling, with this Beef Rendang Zongzi recipe. And if this fragrant yet herby dish tickled your taste buds, click the link in our bio to start your journey to master the art of making zongzi.
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3zLqqvx,",409,1,0
2021-06-13,"Yuda’s Nasi Goreng Dendeng Lemak is an easy way to satisfy your taste buds. Swap out the beef jerky for a fatty beef brisket to give an extra flavourful kick to your fried rice.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3pJDxJ5,",702,7,0
2021-06-13,"Got a spare can of mackerels? Turn it into this Canned Mackerel Tom Yum and enjoy the perfect balance between the tart tomato sauce from the mackerel and herbs from the tom yum soup.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/2TTxPIF,",304,1,0
2021-06-12,"This famous Green Curry Paste is an easy way to add a lot of flavour for very little effort. Loaded with spices like green chili, coriander seeds, and cumin, this paste sports a vibrant green hue and an alluring aroma.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes#Food .#FoodPorn #Yummy #Foodie#Delicious #Yum #Homemade#foodstagram 
.
https://bit.ly/3zsdfQb,",331,1,0
2021-06-12,"Do you have what it takes to be the first-ever winner of the AFN Food Awards? We are giving Filipino home cooks a chance to be in the culinary spotlight!
.
Click the link in our bio to find out how to join.
.
.
#AsianFoodNetwork #AFNRecipes #Food .#FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
. https://bit.ly/3cw8J9r,",109,0,2492
2021-06-11,"These Milo Dinosaur Brownies are perfect for anyone looking to satisfy their sweet tooth! And thanks to the sweet, malty taste from the milo, it makes this delightful dessert such an oh-so-indulgent treat.
.
For the full recipe, click the link in our bio.
.
.
#AsianFoodNetwork #AFNRecipes #Food .#FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
. https://bit.ly/2SjjfcX,",329,2,0
2021-06-11,"Taiwanese Three Cup Chicken is the perfect side that’ll complement almost all the mains. Marinate your chicken in equal parts sesame oil, rice wine, and soy sauce, and you’ll have this umami-rich yet tender dish!
.
For full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3fXST9E,",287,2,0
2021-06-10,"These healthy Vietnamese Spring Rolls are full of flavour and greens. With the special dipping sauce, it'll fill your days with herby goodness and delight!
.
For the full recipe, click the link in our bio.
.
.
#AsianFoodNetwork #AFNRecipes #Food .#FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
. 
https://bit.ly/3gq2hSb,",464,5,0
2021-06-09,"Pushpa Menon’s wholesome and homely Fried Glass Noodles is easy to prepare, highly accessible, and incredibly slurp-worthy. You’ll love this family-friendly dish from our extremely talented community member!
.
For full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/2T3K4SC,",736,6,0
2021-06-09,"From a blend between cinnamon spice and nutmeg, to a chocolatey milo version, check out the link in bio for three ways to take your Dalgona Coffee game to new heights.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food .#FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3ipLHVb,",392,0,0
2021-06-08,"There’s plenty of ways to cook an egg, and this Tamagoyaki, or Japanese Rolled Omelet might just be your next favourite. After all, this soft and fluffy log of egg is simple yet incredibly satisfying to have.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food .#FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3fY50mW,",385,2,0
2021-06-08,"Did you know a silky smooth congee doesn’t need to take dates? @sarahhuangbenjamin proves that all you need is just 15 minutes to do so. Head to the link in bio to find out what other age-old Asian cooking myths can be broken or kept.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3fYj2oL,",462,2,0
2021-06-07,"If you love claypot chicken rice, you’ll love this distant relative of it, the Cantonese Steamed Chicken with Chinese Sausage. Serve up this bowl of piping hot comfort on a rainy day, and you’re all set.
.
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3pgkupn,",329,0,0
2021-06-07,"Break out your air-fryer and whip up this Fluffy Banana Cake. It may not be the prettiest, but it’s full of sweet-tasting goodness. You’ll go bananas over this recipe.
.

For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3wLDVsG,",277,2,0
2021-06-06,"Get snug and comfy with this homey Beef Mechado, a classic Filipino stew made with fatty beef braised in tomato sauce. Enjoy this hearty dish with rice or on its own!
.

For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3wIzNJZ,",277,0,0
2021-06-06,"Whether you love pineapples on pizza or not, you’ll definitely enjoy it in this Pork Hamonado! The pineapples not only help tenderize the pork but also lend the dish its unique sweet and sour taste.
.

For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3fLW9ow,",453,3,0
2021-06-05,"Coated in desiccated coconut with a surprise gooey centre, these Ondeh-Ondeh Mochi Cookies are the perfect modern take to the traditional ondeh-ondeh kuehs!
.

For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3yQ0le7,",291,2,0
2021-06-04,"Pineapple Fried Rice is a quintessential Thai dish, and what better way to have it than in an actual pineapple? Not only does it help score points visually, but it also enhances the fragrance of the dish!
.

For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3pbKhz6,",410,12,0
2021-06-04,"Join @sarahhuangbenjamin  as she tests out a couple of tips and tricks to perfect the ultimate tempura texture for her Tempura Don recipe.
.
For the full recipe, click the link in our bio
.
.
#AsianFoodNetwork #AFNRecipes #Food #FoodPorn #Yummy #Foodie #Delicious #Yum #Homemade #foodstagram 
.
https://bit.ly/3fTiIXb,",204,1,0
